"S_No","Year","Month","Country","Product_ID","Monthly_Expense"
1,2013,1,"Finland",4,750.618
2,2013,2,"Finland",4,809.129
3,2013,3,"Finland",4,1310.457
4,2013,4,"Finland",4,1065.617
5,2013,5,"Finland",4,1513.342
6,2013,6,"Finland",4,921.716
7,2013,7,"Finland",4,1265.548
8,2013,8,"Finland",4,1280.376
9,2013,9,"Finland",4,1554.288
10,2013,10,"Finland",4,1389.61
11,2013,11,"Finland",4,1701.203
12,2013,12,"Finland",4,1211.026
13,2014,1,"Finland",4,1320.833
14,2014,2,"Finland",4,881.556
15,2014,3,"Finland",4,1583.462
16,2014,4,"Finland",4,1522.261
17,2014,5,"Finland",4,1121.18
18,2014,6,"Finland",4,1348.254
19,2014,7,"Finland",4,1392.341
20,2014,8,"Finland",4,1242.183
21,2014,9,"Finland",4,1732.551
22,2014,10,"Finland",4,1115.553
23,2014,11,"Finland",4,1169.936
24,2014,12,"Finland",4,1402.402
25,2015,1,"Finland",4,1416.856
26,2015,2,"Finland",4,1206.613
27,2015,3,"Finland",4,1588.459
28,2015,4,"Finland",4,1432.277
29,2015,5,"Finland",4,1148.367
30,2015,6,"Finland",4,1517.116
31,2015,7,"Finland",4,1313.673
32,2015,8,"Finland",4,1334.374
33,2015,9,"Finland",4,1350.59
34,2015,10,"Finland",4,1441.062
35,2015,11,"Finland",4,1306.731
36,2015,12,"Finland",4,1499.447
37,2016,1,"Finland",4,1181.306
38,2016,2,"Finland",4,940.191
39,2016,3,"Finland",4,1439.734
40,2016,4,"Finland",4,1378.859
41,2016,5,"Finland",4,970.194
42,2016,6,"Finland",4,1289.024
43,2016,7,"Finland",4,900.083
