"S_No","Year","Month","Country","Product_ID","Monthly_Expense"
1,2013,1,"Argentina",2,1329.374
2,2013,2,"Argentina",2,1315.006
3,2013,3,"Argentina",2,1192.655
4,2013,4,"Argentina",2,1658.633
5,2013,5,"Argentina",2,1838.573
6,2013,6,"Argentina",2,1569.111
7,2013,7,"Argentina",2,1812.946
8,2013,8,"Argentina",2,1763.468
9,2013,9,"Argentina",2,1809.594
10,2013,10,"Argentina",2,2051.441
11,2013,11,"Argentina",2,2594.987
12,2013,12,"Argentina",2,1774.795
13,2014,1,"Argentina",2,2218.769
14,2014,2,"Argentina",2,1763.443
15,2014,3,"Argentina",2,2222.233
16,2014,4,"Argentina",2,2179.377
17,2014,5,"Argentina",2,2625.722
18,2014,6,"Argentina",2,2746.535
19,2014,7,"Argentina",2,2563.729
20,2014,8,"Argentina",2,2347.826
21,2014,9,"Argentina",2,2539.234
22,2014,10,"Argentina",2,2938.24
23,2014,11,"Argentina",2,2883.778
24,2014,12,"Argentina",2,2779.454
25,2015,1,"Argentina",2,2612.94
26,2015,2,"Argentina",2,2522.207
27,2015,3,"Argentina",2,2712.103
28,2015,4,"Argentina",2,2929.983
29,2015,5,"Argentina",2,2624.414
30,2015,6,"Argentina",2,3114.002
31,2015,7,"Argentina",2,3443.931
32,2015,8,"Argentina",2,2842.179
33,2015,9,"Argentina",2,3139.684
34,2015,10,"Argentina",2,3206.61
35,2015,11,"Argentina",2,3439.969
36,2015,12,"Argentina",2,2883.604
37,2016,1,"Argentina",2,3274.259
38,2016,2,"Argentina",2,3062.503
39,2016,3,"Argentina",2,3238.978
40,2016,4,"Argentina",2,3087.389
41,2016,5,"Argentina",2,3424.024
42,2016,6,"Argentina",2,3544.379
43,2016,7,"Argentina",2,3303.667
44,2016,8,"Argentina",2,3828.908
45,2016,9,"Argentina",2,3415.876
46,2016,10,"Argentina",2,3367.186
47,2016,11,"Argentina",2,3567.157
48,2016,12,"Argentina",2,3616.041
49,2017,1,"Argentina",2,3652.529
50,2017,2,"Argentina",2,3250.009
51,2017,3,"Argentina",2,2951.466
