"S_No","Year","Month","Country","Product_ID","Monthly_Expense"
1,2013,1,"Argentina",1,14749.307
2,2013,2,"Argentina",1,12187.566
3,2013,3,"Argentina",1,13076.579
4,2013,4,"Argentina",1,14377.199
5,2013,5,"Argentina",1,15652.861
6,2013,6,"Argentina",1,11718.545
7,2013,7,"Argentina",1,14144.888
8,2013,8,"Argentina",1,12839.791
9,2013,9,"Argentina",1,10788.309
10,2013,10,"Argentina",1,16108.134
11,2013,11,"Argentina",1,16242.067
12,2013,12,"Argentina",1,11144.301
13,2014,1,"Argentina",1,15316.88
14,2014,2,"Argentina",1,14746.595
15,2014,3,"Argentina",1,12998.792
16,2014,4,"Argentina",1,15235.335
17,2014,5,"Argentina",1,14499.779
18,2014,6,"Argentina",1,13593.151
19,2014,7,"Argentina",1,15204.593
20,2014,8,"Argentina",1,13292.384
21,2014,9,"Argentina",1,15306.694
22,2014,10,"Argentina",1,14815.265
23,2014,11,"Argentina",1,14102.804
24,2014,12,"Argentina",1,16190.614
25,2015,1,"Argentina",1,16242.659
26,2015,2,"Argentina",1,12136.229
27,2015,3,"Argentina",1,16330.077
28,2015,4,"Argentina",1,14901.627
29,2015,5,"Argentina",1,15056.339
30,2015,6,"Argentina",1,19631.652
31,2015,7,"Argentina",1,13289.789
32,2015,8,"Argentina",1,14762.316
33,2015,9,"Argentina",1,14722.833
34,2015,10,"Argentina",1,13491.587
35,2015,11,"Argentina",1,14529.224
36,2015,12,"Argentina",1,13106.782
37,2016,1,"Argentina",1,10215.226
38,2016,2,"Argentina",1,8349.122
39,2016,3,"Argentina",1,10691.996
40,2016,4,"Argentina",1,8214.875
41,2016,5,"Argentina",1,10777.878
42,2016,6,"Argentina",1,10320.673
43,2016,7,"Argentina",1,7377.587
44,2016,8,"Argentina",1,9805.705
45,2016,9,"Argentina",1,9375.481
46,2016,10,"Argentina",1,7284.9
47,2016,11,"Argentina",1,10381.438
48,2016,12,"Argentina",1,6865.382
49,2017,1,"Argentina",1,10704.394
50,2017,2,"Argentina",1,7253.269
51,2017,3,"Argentina",1,8427.013
