"S_No","Year","Month","Country","Product_ID","Monthly_Sales"
1,2015,1,"Argentina",3,126000
2,2015,2,"Argentina",3,4180050
3,2015,3,"Argentina",3,7437150
4,2015,4,"Argentina",3,7626150
5,2015,5,"Argentina",3,6189750
6,2015,6,"Argentina",3,6611850
7,2015,7,"Argentina",3,9405900
8,2015,8,"Argentina",3,15353100
9,2015,9,"Argentina",3,19533150
10,2015,10,"Argentina",3,18515700
11,2015,11,"Argentina",3,18802350
12,2015,12,"Argentina",3,20257650
13,2016,1,"Argentina",3,17375400
14,2016,2,"Argentina",3,16280775
15,2016,3,"Argentina",3,20441925
16,2016,4,"Argentina",3,15893325
17,2016,5,"Argentina",3,20074950
18,2016,6,"Argentina",3,17676225
19,2016,7,"Argentina",3,16461900
20,2016,8,"Argentina",3,17821125
21,2016,9,"Argentina",3,18586575
22,2016,10,"Argentina",3,17909325
23,2016,11,"Argentina",3,19826100
24,2016,12,"Argentina",3,16550100
