"S_No","Year","Month","Country","Product_ID","Monthly_Sales"
1,2013,1,"Denmark",2,101847627.11
2,2013,2,"Denmark",2,84457811.39
3,2013,3,"Denmark",2,89156080.59
4,2013,4,"Denmark",2,99166393.86
5,2013,5,"Denmark",2,106042169.94
6,2013,6,"Denmark",2,87189457.29
7,2013,7,"Denmark",2,116561149.95
8,2013,8,"Denmark",2,92379616.29
9,2013,9,"Denmark",2,95225689.95
10,2013,10,"Denmark",2,105367408.33
11,2013,11,"Denmark",2,97483901.26
12,2013,12,"Denmark",2,79520089.65
13,2014,1,"Denmark",2,126116161.89
14,2014,2,"Denmark",2,87533652.84
15,2014,3,"Denmark",2,100151949.33
16,2014,4,"Denmark",2,102353411.01
17,2014,5,"Denmark",2,103370491.37
18,2014,6,"Denmark",2,122201643.59
19,2014,7,"Denmark",2,135022315.76
20,2014,8,"Denmark",2,118334140.37
21,2014,9,"Denmark",2,131133133.59
22,2014,10,"Denmark",2,136919977.97
23,2014,11,"Denmark",2,118431661.67
24,2014,12,"Denmark",2,143531544.71
25,2015,1,"Denmark",2,133856392.86
26,2015,2,"Denmark",2,124109535.33
27,2015,3,"Denmark",2,155846791.86
28,2015,4,"Denmark",2,155810968.54
29,2015,5,"Denmark",2,137113400.57
30,2015,6,"Denmark",2,190104748.79
31,2015,7,"Denmark",2,127425823.2
32,2015,8,"Denmark",2,170660459.11
33,2015,9,"Denmark",2,177181292.15
34,2015,10,"Denmark",2,162617201.82
35,2015,11,"Denmark",2,171598330.34
36,2015,12,"Denmark",2,199093884
37,2016,1,"Denmark",2,126197283.95
38,2016,2,"Denmark",2,176268459.04
39,2016,3,"Denmark",2,195700752.63
