"S_No","Year","Month","Country","Product_ID","Monthly_Sales"
1,2013,1,"Columbia",2,2885137.06
2,2013,2,"Columbia",2,2481817.06
3,2013,3,"Columbia",2,2821691.18
4,2013,4,"Columbia",2,3149451.18
5,2013,5,"Columbia",2,3389234.12
6,2013,6,"Columbia",2,3242034.12
7,2013,7,"Columbia",2,4125885.3
8,2013,8,"Columbia",2,3235200
9,2013,9,"Columbia",2,3654834.12
10,2013,10,"Columbia",2,3835446.27
11,2013,11,"Columbia",2,4186034.12
12,2013,12,"Columbia",2,4119051.18
13,2014,1,"Columbia",2,4922331.18
14,2014,2,"Columbia",2,4631622.36
15,2014,3,"Columbia",2,4397451.18
16,2014,4,"Columbia",2,5183051.18
17,2014,5,"Columbia",2,5381451.18
18,2014,6,"Columbia",2,5588244.18
19,2014,7,"Columbia",2,5962468.24
20,2014,8,"Columbia",2,5462834.12
21,2014,9,"Columbia",2,5955417.06
22,2014,10,"Columbia",2,6042685.3
23,2014,11,"Columbia",2,5634191.99
24,2014,12,"Columbia",2,6198339.19
25,2015,1,"Columbia",2,6766600
26,2015,2,"Columbia",2,5803800
27,2015,3,"Columbia",2,7220520
28,2015,4,"Columbia",2,6347680
29,2015,5,"Columbia",2,6298080
30,2015,6,"Columbia",2,6897600
31,2015,7,"Columbia",2,7364800
32,2015,8,"Columbia",2,5960240.14
33,2015,9,"Columbia",2,6969600
34,2015,10,"Columbia",2,6637040
35,2015,11,"Columbia",2,7280000
36,2015,12,"Columbia",2,6792000
37,2016,1,"Columbia",2,7215200
38,2016,2,"Columbia",2,6409600
39,2016,3,"Columbia",2,7419560
