"S_No","Year","Month","Country","Product_ID","Monthly_Sales"
1,2014,9,"Columbia",3,22459.6
2,2014,10,"Columbia",3,161523.85
3,2014,11,"Columbia",3,175611
4,2014,12,"Columbia",3,151235.65
5,2015,1,"Columbia",3,159065.7
6,2015,2,"Columbia",3,213032.1
7,2015,3,"Columbia",3,214405.45
8,2015,4,"Columbia",3,289779.2
9,2015,5,"Columbia",3,269092.15
10,2015,6,"Columbia",3,263377.45
11,2015,7,"Columbia",3,272259.75
12,2015,8,"Columbia",3,184946.75
13,2015,9,"Columbia",3,239002.1
14,2015,10,"Columbia",3,276301.7
15,2015,11,"Columbia",3,187704.3
16,2015,12,"Columbia",3,282780.1
17,2016,1,"Columbia",3,253521
18,2016,2,"Columbia",3,228392.8
19,2016,3,"Columbia",3,930756.55
20,2016,4,"Columbia",3,2065856.85
21,2016,5,"Columbia",3,1806626.8
22,2016,6,"Columbia",3,2587822.25
23,2016,7,"Columbia",3,2790065.35
24,2016,8,"Columbia",3,2781916
25,2016,9,"Columbia",3,3572224.1
26,2016,10,"Columbia",3,3196697.4
27,2016,11,"Columbia",3,4263236.55
28,2016,12,"Columbia",3,4351764.9
