"S_No","Year","Month","Country","Product_ID","Monthly_Expense"
1,2013,1,"England",5,330.367
2,2013,2,"England",5,307.268
3,2013,3,"England",5,318.857
4,2013,4,"England",5,352.085
5,2013,5,"England",5,344.81
6,2013,6,"England",5,373.764
7,2013,7,"England",5,334.845
8,2013,8,"England",5,306.223
9,2013,9,"England",5,337.577
10,2013,10,"England",5,354.384
11,2013,11,"England",5,386.902
12,2013,12,"England",5,392.918
13,2014,1,"England",5,327.667
14,2014,2,"England",5,333.778
15,2014,3,"England",5,362.096
16,2014,4,"England",5,376.663
17,2014,5,"England",5,376.311
18,2014,6,"England",5,362.87
19,2014,7,"England",5,417.095
20,2014,8,"England",5,334.189
21,2014,9,"England",5,377.266
22,2014,10,"England",5,377.148
23,2014,11,"England",5,450.171
24,2014,12,"England",5,418.12
25,2015,1,"England",5,385.36
26,2015,2,"England",5,338.272
27,2015,3,"England",5,390.226
28,2015,4,"England",5,421.233
29,2015,5,"England",5,353.808
30,2015,6,"England",5,381.576
31,2015,7,"England",5,438.43
32,2015,8,"England",5,312.222
33,2015,9,"England",5,381.886
34,2015,10,"England",5,381.837
35,2015,11,"England",5,416.969
36,2015,12,"England",5,464.351
37,2016,1,"England",5,349.703
38,2016,2,"England",5,333.141
39,2016,3,"England",5,427.817
40,2016,4,"England",5,399.159
41,2016,5,"England",5,400.744
42,2016,6,"England",5,426.198
43,2016,7,"England",5,378.903
