"S_No","Year","Month","Country","Product_ID","Monthly_Sales"
1,2013,1,"Argentina",1,34346025
2,2013,2,"Argentina",1,32005575
3,2013,3,"Argentina",1,32530050
4,2013,4,"Argentina",1,35588700
5,2013,5,"Argentina",1,38789100
6,2013,6,"Argentina",1,36196650
7,2013,7,"Argentina",1,37133775
8,2013,8,"Argentina",1,35311500
9,2013,9,"Argentina",1,38437875
10,2013,10,"Argentina",1,44397675
11,2013,11,"Argentina",1,45525375
12,2013,12,"Argentina",1,33610500
13,2014,1,"Argentina",1,44600850
14,2014,2,"Argentina",1,41562675
15,2014,3,"Argentina",1,36957375
16,2014,4,"Argentina",1,43447950
17,2014,5,"Argentina",1,40863375
18,2014,6,"Argentina",1,40376700
19,2014,7,"Argentina",1,43458975
20,2014,8,"Argentina",1,41302800
21,2014,9,"Argentina",1,43783425
22,2014,10,"Argentina",1,43777125
23,2014,11,"Argentina",1,42375375
24,2014,12,"Argentina",1,44243325
25,2015,1,"Argentina",1,46580625
26,2015,2,"Argentina",1,33068700
27,2015,3,"Argentina",1,37864575
28,2015,4,"Argentina",1,35136675
29,2015,5,"Argentina",1,35565075
30,2015,6,"Argentina",1,41756400
31,2015,7,"Argentina",1,33115950
32,2015,8,"Argentina",1,23892750
33,2015,9,"Argentina",1,24914925
34,2015,10,"Argentina",1,16380000
35,2015,11,"Argentina",1,14762475
36,2015,12,"Argentina",1,15003450
37,2016,1,"Argentina",1,14740425
38,2016,2,"Argentina",1,11214000
39,2016,3,"Argentina",1,15016050
